,city,city_ascii,lat,lon,country,iso2,iso3,admin_name,capital,population,id
9628,Picos,Picos,15.0833,-23.65,Cabo Verde,CV,CPV,São Salvador do Mundo,admin,NA,1132670996
9629,San Lawrenz,San Lawrenz,36.055,14.2042,Malta,MT,MLT,San Lawrenz,admin,748.0,1470602161
9630,An Cabhán,An Cabhan,53.9908,-7.3606,Ireland,IE,IRL,Cavan,admin,NA,1372007853
9631,Dolneni,Dolneni,41.4264,21.4536,Macedonia,MK,MKD,Dolneni,admin,900.0,1807169470
9632,Fonadhoo,Fonadhoo,1.8342,73.5031,Maldives,MV,MDV,Hadhdhunmathi,admin,NA,1462000001
9633,Žirovnica,Zirovnica,46.4047,14.14,Slovenia,SI,SVN,Žirovnica,admin,NA,1705602636
9634,Manadhoo,Manadhoo,5.7669,73.4136,Maldives,MV,MDV,Miladhunmadulu Dhekunuburi,admin,NA,1462220750
9635,Ponta do Sol,Ponta do Sol,17.2014,-25.0917,Cabo Verde,CV,CPV,Ribeira Grande,admin,NA,1132137257
9636,Krupanj,Krupanj,44.3656,19.3619,Serbia,RS,SRB,Krupanj,admin,NA,1688954602
9637,Lebane,Lebane,42.9167,21.7333,Serbia,RS,SRB,Lebane,admin,NA,1688169172
9638,Štore,Store,46.2208,15.3139,Slovenia,SI,SVN,Štore,admin,NA,1705775604
9639,Jaunpiebalga,Jaunpiebalga,57.1797,26.0544,Latvia,LV,LVA,Jaunpiebalgas Novads,admin,880.0,1428003359
9640,Siaya,Siaya,0.0607,34.2881,Kenya,KE,KEN,Siaya,admin,NA,1404162576
9641,Rostuša,Rostusa,41.61,20.6,Macedonia,MK,MKD,Mavrovo i Rostuša,admin,872.0,1807907483
9642,Cerklje na Gorenjskem,Cerklje na Gorenjskem,46.2542,14.4886,Slovenia,SI,SVN,Cerklje na Gorenjskem,admin,NA,1705820033
9643,Isale,Isale,-3.3444,29.4833,Burundi,BI,BDI,Bujumbura Rural,admin,NA,1108407022
9644,Šoštanj,Sostanj,46.38,15.0486,Slovenia,SI,SVN,Šoštanj,admin,NA,1705376916
9645,Điện Biên Phủ,Dien Bien Phu,21.3833,103.0169,Vietnam,VN,VNM,Điện Biên,admin,NA,1704081536
9646,P’yŏngsŏng,P'yongsong,39.2464,125.8719,"Korea, North",KP,PRK,P’yŏngnam,admin,NA,1408000381
9647,Pāvilosta,Pavilosta,56.8878,21.1842,Latvia,LV,LVA,Pāvilostas Novads,admin,860.0,1428955629
9648,Centar Župa,Centar Zupa,41.4775,20.5578,Macedonia,MK,MKD,Centar Župa,admin,800.0,1807323094
9649,Aglona,Aglona,56.1233,27.0167,Latvia,LV,LVA,Aglonas Novads,admin,833.0,1428424524
9650,Scarborough,Scarborough,11.1811,-60.7333,Trinidad And Tobago,TT,TTO,Tobago,admin,NA,1780875399
9651,Diego Martin,Diego Martin,10.7167,-61.5667,Trinidad And Tobago,TT,TTO,Diego Martin,admin,NA,1780534918
9652,Vladičin Han,Vladicin Han,42.7,22.0667,Serbia,RS,SRB,Vladičin Han,admin,NA,1688664018
9653,Ape,Ape,57.5392,26.6928,Latvia,LV,LVA,Apes Novads,admin,808.0,1428396055
9654,Jaunpils,Jaunpils,56.7314,23.0125,Latvia,LV,LVA,Jaunpils Novads,admin,797.0,1428617492
9655,Knjaževac,Knjazevac,43.5,22.4333,Serbia,RS,SRB,Knjaževac,admin,NA,1688849183
9656,Ljubovija,Ljubovija,44.1869,19.3728,Serbia,RS,SRB,Ljubovija,admin,NA,1688274240
9657,Smederevska Palanka,Smederevska Palanka,44.3655,20.9587,Serbia,RS,SRB,Smederevska Palanka,admin,NA,1688107292
9658,Zelenikovo,Zelenikovo,41.8867,21.5869,Macedonia,MK,MKD,Zelenikovo,admin,771.0,1807765797
9659,Čučer-Sandevo,Cucer-Sandevo,42.0975,21.3877,Macedonia,MK,MKD,Čučer-Sandevo,admin,752.0,1807969277
9660,Imdina,Imdina,35.8858,14.4031,Malta,MT,MLT,Imdina,admin,292.0,1470959100
9661,Mahonda,Mahonda,-5.9897,39.2519,Tanzania,TZ,TZA,Zanzibar North,admin,NA,1834907448
9662,Eenhana,Eenhana,-17.4667,16.3333,Namibia,NA,NAM,Ohangwena,admin,NA,1516685856
9663,Mali Zvornik,Mali Zvornik,44.3992,19.1214,Serbia,RS,SRB,Mali Zvornik,admin,NA,1688513998
9664,Point Fortin,Point Fortin,10.1741,-61.6841,Trinidad And Tobago,TT,TTO,Point Fortin,admin,NA,1780702349
9665,Kostanjevica na Krki,Kostanjevica na Krki,45.8463,15.4249,Slovenia,SI,SVN,Kostanjevica na Krki,admin,689.0,1705796422
9666,Port Laoise,Port Laoise,53.0309,-7.3008,Ireland,IE,IRL,Laois,admin,NA,1372726111
9667,Surdulica,Surdulica,42.695,22.1672,Serbia,RS,SRB,Surdulica,admin,NA,1688920744
9668,Požarevac,Pozarevac,44.62,21.1897,Serbia,RS,SRB,Požarevac,admin,NA,1688653137
9669,Širvintos,Sirvintos,55.047,24.942,Lithuania,LT,LTU,Širvintos,admin,744.0,1440054141
9670,Mayuge,Mayuge,0.4578,33.4806,Uganda,UG,UGA,Mayuge,admin,NA,1800300606
9671,Varaždin,Varazdin,46.3,16.3333,Croatia,HR,HRV,Varaždinska Županija,admin,NA,1191291148
9672,Zaječar,Zajecar,43.9042,22.2847,Serbia,RS,SRB,Zaječar,admin,NA,1688564835
9673,Lakatoro,Lakatoro,-16.1069,167.4208,Vanuatu,VU,VUT,Malampa,admin,705.0,1548761183
9674,Dowa,Dowa,-13.6532,33.9385,Malawi,MW,MWI,Dowa,admin,NA,1454644071
9675,Hvalba,Hvalba,61.6,-6.9556,Faroe Islands,FO,FRO,NA,admin,713.0,1234381324
9676,Castlebar,Castlebar,53.85,-9.3,Ireland,IE,IRL,Mayo,admin,NA,1372066739
9677,Aïn Defla,Ain Defla,36.2583,1.9583,Algeria,DZ,DZA,Aïn Defla,admin,NA,1012656497
9678,Riebiņi,Riebini,56.3394,26.7975,Latvia,LV,LVA,Riebiņu Novads,admin,719.0,1428663476
9679,Mādabā,Madaba,31.7167,35.8,Jordan,JO,JOR,Ma’dabā,admin,NA,1400962992
9680,Sélibaby,Selibaby,15.167,-12.1833,Mauritania,MR,MRT,Guidimaka,admin,460.0,1478575433
9681,Asaba,Asaba,6.1833,6.75,Nigeria,NG,NGA,Delta,admin,NA,1566322425
9682,Prebold,Prebold,46.2369,15.0925,Slovenia,SI,SVN,Prebold,admin,NA,1705746627
9683,Tulagi,Tulagi,-9.1031,160.1506,Solomon Islands,SB,SLB,Central,admin,NA,1090844311
9684,Pilsrundāle,Pilsrundale,56.42,24.0097,Latvia,LV,LVA,Rundāles Novads,admin,697.0,1428889985
9685,Miklavž na Dravskem Polju,Miklavz na Dravskem Polju,46.5058,15.6972,Slovenia,SI,SVN,Miklavž na Dravskem Polju,admin,NA,1705244140
9686,Aranguez,Aranguez,10.6472,-61.4461,Trinidad And Tobago,TT,TTO,San Juan/Laventille,admin,NA,1780000001
9687,Alsunga,Alsunga,56.9803,21.5667,Latvia,LV,LVA,Alsungas Novads,admin,684.0,1428710208
9688,Karbinci,Karbinci,41.8167,22.2375,Macedonia,MK,MKD,Karbinci,admin,673.0,1807568669
9689,Bangar,Bangar,4.7086,115.0739,Brunei,BN,BRN,Temburong,admin,626.0,1096321221
9690,Mozirje,Mozirje,46.3394,14.9633,Slovenia,SI,SVN,Mozirje,admin,NA,1705239053
9691,Rumonge,Rumonge,-3.9736,29.4386,Burundi,BI,BDI,Rumonge,admin,NA,1108641885
9692,Paraćin,Paracin,43.8667,21.4167,Serbia,RS,SRB,Paraćin,admin,NA,1688523885
9693,Naukšēni,Naukseni,57.8836,25.4528,Latvia,LV,LVA,Naukšēnu Novads,admin,651.0,1428372673
9694,Bulambuli,Bulambuli,1.1667,34.3833,Uganda,UG,UGA,Bulambuli,admin,NA,1800071156
9695,Borgo Maggiore,Borgo Maggiore,43.9408,12.4475,San Marino,SM,SMR,Borgo Maggiore,admin,NA,1674314187
9696,Maracha,Maracha,3.2704,30.9553,Uganda,UG,UGA,Maracha,admin,NA,1800799569
9697,Luwero,Luwero,0.8492,32.4731,Uganda,UG,UGA,Luwero,admin,NA,1800067821
9698,Kapenguria,Kapenguria,1.2389,35.1119,Kenya,KE,KEN,West Pokot,admin,NA,1404228137
9699,Smārde,Smarde,56.955,23.3381,Latvia,LV,LVA,Engures Novads,admin,620.0,1428580716
9700,Polzela,Polzela,46.2833,15.0667,Slovenia,SI,SVN,Polzela,admin,NA,1705144123
9701,The Bottom,The Bottom,17.6261,-63.2492,Netherlands,NL,NLD,NA,admin,495.0,1528203421
9702,Yenagoa,Yenagoa,4.9267,6.2676,Nigeria,NG,NGA,Bayelsa,admin,NA,1566468984
9703,Namayingo,Namayingo,0.2398,33.8849,Uganda,UG,UGA,Namayingo,admin,NA,1800633600
9704,Lučani,Lucani,43.8667,20.1333,Serbia,RS,SRB,Lučani,admin,NA,1688437278
9705,Suong,Suong,11.9167,105.65,Cambodia,KH,KHM,Tbong Khmum,admin,NA,1116319433
9706,Għasri,Ghasri,36.0578,14.2264,Malta,MT,MLT,Għasri,admin,NA,1470127050
9707,Gllogovc,Gllogovc,42.5872,20.8206,Kosovo,XK,XKS,Gllogovc,admin,369.0,1901031751
9708,Smederevo,Smederevo,44.6633,20.9289,Serbia,RS,SRB,Smederevo,admin,NA,1688344019
9709,Đồng Xoài,Dong Xoai,11.5349,106.8832,Vietnam,VN,VNM,Bình Phước,admin,NA,1704845487
9710,Mila,Mila,36.4481,6.2622,Algeria,DZ,DZA,Mila,admin,NA,1012656063
9711,Al Buraymī,Al Buraymi,24.2558,55.8025,Oman,OM,OMN,Al Buraymī,admin,NA,1512959921
9712,Đà Lạt,Da Lat,11.9359,108.4429,Vietnam,VN,VNM,Lâm Đồng,admin,NA,1704933464
9713,Luuka Town,Luuka Town,0.7008,33.3002,Uganda,UG,UGA,Luuka,admin,NA,1800000051
9714,Kabugao,Kabugao,18.0231,121.184,Philippines,PH,PHL,Apayao,admin,NA,1608841504
9715,Planken,Planken,47.1801,9.5599,Liechtenstein,LI,LIE,Planken,admin,478.0,1438419168
9716,Spodnje Hoče,Spodnje Hoce,46.5,15.65,Slovenia,SI,SVN,Hoče-Slivnica,admin,NA,1705379997
9717,Selnica ob Dravi,Selnica ob Dravi,46.55,15.495,Slovenia,SI,SVN,Selnica ob Dravi,admin,NA,1705864774
9718,Aleksinac,Aleksinac,43.5383,21.7047,Serbia,RS,SRB,Aleksinac,admin,NA,1688039133
9719,Despotovac,Despotovac,44.0833,21.4333,Serbia,RS,SRB,Despotovac,admin,NA,1688388893
9720,Jincheng,Jincheng,24.4167,118.3167,Taiwan,TW,TWN,Kinmen,admin,NA,1158376441
9721,Šmartno,Smartno,46.0444,14.8442,Slovenia,SI,SVN,Šmartno pri Litiji,admin,NA,1705164835
9722,Cibitoke,Cibitoke,-2.8869,29.1248,Burundi,BI,BDI,Cibitoke,admin,NA,1108176356
9723,Medvode,Medvode,46.1333,14.4333,Slovenia,SI,SVN,Medvode,admin,NA,1705158152
9724,Kibuku,Kibuku,1.0433,33.7975,Uganda,UG,UGA,Kibuku,admin,NA,1800098358
9725,Bupoto,Bupoto,0.9061,34.3578,Uganda,UG,UGA,Manafwa,admin,NA,1800358976
9726,Lai Châu,Lai Chau,22.3991,103.4393,Vietnam,VN,VNM,Lai Châu,admin,NA,1704983526
9727,Neno,Neno,-15.3981,34.6534,Malawi,MW,MWI,Neno,admin,NA,1454089137
9728,Moravče,Moravce,46.1369,14.745,Slovenia,SI,SVN,Moravče,admin,NA,1705291500
9729,Apac,Apac,1.9845,32.534,Uganda,UG,UGA,Apac,admin,NA,1800174030
9730,Rucava,Rucava,56.1592,21.1619,Latvia,LV,LVA,Rucavas Novads,admin,495.0,1428020890
9731,Kladovo,Kladovo,44.6039,22.6072,Serbia,RS,SRB,Kladovo,admin,NA,1688823592
9732,Skopun,Skopun,61.9125,-6.8719,Faroe Islands,FO,FRO,NA,admin,446.0,1234929032
9733,Kanal,Kanal,46.0886,13.6397,Slovenia,SI,SVN,Kanal,admin,NA,1705955833
9734,Rugāji,Rugaji,56.9994,27.1269,Latvia,LV,LVA,Rugāju Novads,admin,486.0,1428746884
9735,Sankt Pölten,Sankt Polten,48.1982,15.6431,Austria,AT,AUT,Niederösterreich,admin,NA,1040313109
9736,Gornji Petrovci,Gornji Petrovci,46.8053,16.2225,Slovenia,SI,SVN,Gornji Petrovci,admin,411.0,1705170234
9737,Nazarje,Nazarje,46.3176,14.9467,Slovenia,SI,SVN,Nazarje,admin,NA,1705598784
9738,Mengeš,Menges,46.1669,14.575,Slovenia,SI,SVN,Mengeš,admin,NA,1705274788
9739,Zreče,Zrece,46.3833,15.3667,Slovenia,SI,SVN,Zreče,admin,NA,1705764665
9740,Preddvor,Preddvor,46.3025,14.4231,Slovenia,SI,SVN,Preddvor,admin,NA,1705403351
9741,Rubirizi,Rubirizi,-0.2989,30.1336,Uganda,UG,UGA,Rubirizi,admin,NA,1800947890
9742,Vwawa,Vwawa,-9.1081,32.9347,Tanzania,TZ,TZA,Mbeya,admin,NA,1834695780
9743,Pirot,Pirot,43.1519,22.585,Serbia,RS,SRB,Pirot,admin,NA,1688324137
9744,Domagnano,Domagnano,43.9492,12.4686,San Marino,SM,SMR,Domagnano,admin,NA,1674267133
9745,Vecpiebalga,Vecpiebalga,57.0619,25.8108,Latvia,LV,LVA,Vecpiebalgas Novads,admin,457.0,1428633596
9746,Busesa,Busesa,0.6263,33.6003,Uganda,UG,UGA,Iganga,admin,NA,1800175659
9747,Poljčane,Poljcane,46.3119,15.5792,Slovenia,SI,SVN,Poljčane,admin,NA,1705286007
9748,Vlasotince,Vlasotince,42.9667,22.1333,Serbia,RS,SRB,Vlasotince,admin,NA,1688116678
9749,Koani,Koani,-6.1333,39.2833,Tanzania,TZ,TZA,Zanzibar Central/South,admin,NA,1834376215
9750,Dhuusamarreeb,Dhuusamarreeb,5.5375,46.3875,Somalia,SO,SOM,Galguduud,admin,447.0,1706027824
9751,Šmarje,Smarje,46.2272,15.5192,Slovenia,SI,SVN,Šmarje pri Jelšah,admin,NA,1705373506
9752,Mūrmuiža,Murmuiza,57.4731,25.4917,Latvia,LV,LVA,Beverīnas Novads,admin,440.0,1428958481
9753,Komenda,Komenda,46.2038,14.5407,Slovenia,SI,SVN,Komenda,admin,NA,1705295612
9754,Baltinava,Baltinava,56.9447,27.6447,Latvia,LV,LVA,Baltinavas Novads,admin,443.0,1428769707
9755,Fada,Fada,17.1833,21.5833,Chad,TD,TCD,Ennedi-Ouest,admin,448.0,1148787282
9756,Škofljica,Skofljica,45.9833,14.5767,Slovenia,SI,SVN,Škofljica,admin,NA,1705067758
9757,Crna Trava,Crna Trava,42.8101,22.299,Serbia,RS,SRB,Crna Trava,admin,434.0,1688208441
9758,Brezovica,Brezovica,46.0333,14.4,Slovenia,SI,SVN,Brezovica,admin,NA,1705190624
9759,Buala,Buala,-8.1448,159.5905,Solomon Islands,SB,SLB,Isabel,admin,NA,1090726690
9760,Buikwe,Buikwe,0.3375,33.0106,Uganda,UG,UGA,Buikwe,admin,NA,1800745891
9761,Kagadi,Kagadi,0.9378,30.8089,Uganda,UG,UGA,Kibaale,admin,NA,1800935733
9762,Burtnieki,Burtnieki,57.6947,25.275,Latvia,LV,LVA,Burtnieku Novads,admin,418.0,1428423415
9763,Muta,Muta,46.6114,15.1661,Slovenia,SI,SVN,Muta,admin,NA,1705459961
9764,Radenci,Radenci,46.6472,16.0442,Slovenia,SI,SVN,Radenci,admin,NA,1705609332
9765,Hvannasund,Hvannasund,62.2833,-6.5167,Faroe Islands,FO,FRO,NA,admin,414.0,1234436400
9766,Log,Log,46.0167,14.3667,Slovenia,SI,SVN,Log-Dragomer,admin,NA,1705822369
9767,Colonia,Colonia,9.5144,138.1292,"Micronesia, Federated States Of",FM,FSM,Yap,admin,NA,1583511563
9768,Tišina,Tisina,46.6556,16.0933,Slovenia,SI,SVN,Tišina,admin,408.0,1705811179
9769,Spodnji Duplek,Spodnji Duplek,46.5031,15.7453,Slovenia,SI,SVN,Duplek,admin,NA,1705953692
9770,Bushenyi,Bushenyi,-0.5853,30.2114,Uganda,UG,UGA,Buhweju,admin,NA,1800740334
9771,Lieģi,Liegi,56.5828,21.3331,Latvia,LV,LVA,Durbes Novads,admin,400.0,1428643853
9772,Acquaviva,Acquaviva,43.9453,12.4183,San Marino,SM,SMR,Acquaviva,admin,NA,1674696011
9773,Kon Tum,Kon Tum,14.3436,107.9789,Vietnam,VN,VNM,Kon Tum,admin,NA,1704988146
9774,Ash Shīḩānīyah,Ash Shihaniyah,25.3722,51.2047,Qatar,QA,QAT,Ar Rayyān,admin,NA,1634539520
9775,Kaliro,Kaliro,0.8949,33.5048,Uganda,UG,UGA,Kaliro,admin,NA,1800764757
9776,Ljutomer,Ljutomer,46.5208,16.1975,Slovenia,SI,SVN,Ljutomer,admin,NA,1705303708
9777,Prokuplje,Prokuplje,43.2339,21.5861,Serbia,RS,SRB,Prokuplje,admin,NA,1688111468
9778,Batočina,Batocina,44.15,21.0833,Serbia,RS,SRB,Batočina,admin,NA,1688299986
9779,Afega,Afega,-13.7973,-171.8531,Samoa,WS,WSM,Tuamasaga,admin,NA,1882284139
9780,Umm Şalāl ‘Alī,Umm Salal `Ali,25.4697,51.3975,Qatar,QA,QAT,Umm Şalāl,admin,NA,1634646507
9781,Aileu,Aileu,-8.7281,125.5664,Timor-Leste,TL,TLS,Aileu,admin,NA,1626766880
9782,Oplotnica,Oplotnica,46.3878,15.4467,Slovenia,SI,SVN,Oplotnica,admin,NA,1705182651
9783,Fiorentino,Fiorentino,43.9092,12.4581,San Marino,SM,SMR,Fiorentino,admin,NA,1674000001
9784,Butebo,Butebo,1.1942,33.9222,Uganda,UG,UGA,Pallisa,admin,NA,1800710436
9785,Akjoujt,Akjoujt,19.747,-14.391,Mauritania,MR,MRT,Inchiri,admin,370.0,1478247793
9786,Namutumba,Namutumba,0.8363,33.6858,Uganda,UG,UGA,Namutumba,admin,NA,1800673440
9787,Debe,Debe,10.2,-61.45,Trinidad And Tobago,TT,TTO,Penal/Debe,admin,NA,1780510715
9788,Stalbe,Stalbe,57.3711,25.0322,Latvia,LV,LVA,Pārgaujas Novads,admin,356.0,1428014091
9789,Star Dojran,Star Dojran,41.1865,22.7203,Macedonia,MK,MKD,Dojran,admin,363.0,1807304153
9790,Miragoâne,Miragoane,18.4411,-73.0883,Haiti,HT,HTI,Nippes,admin,NA,1332665283
9791,Lukovica,Lukovica,46.1667,14.7,Slovenia,SI,SVN,Lukovica,admin,NA,1705829201
9792,Dogbo,Dogbo,6.8167,1.7833,Benin,BJ,BEN,Couffo,admin,NA,1204497206
9793,Šmartno,Smartno,46.3333,15.0333,Slovenia,SI,SVN,Šmartno ob Paki,admin,NA,1705804130
9794,Abakaliki,Abakaliki,6.3249,8.1137,Nigeria,NG,NGA,Ebonyi,admin,NA,1566879878
9795,Manafwa,Manafwa,0.9784,34.3743,Uganda,UG,UGA,Manafwa,admin,NA,1800257696
9796,Dimitrovgrad,Dimitrovgrad,43.0167,22.7833,Serbia,RS,SRB,Dimitrovgrad,admin,NA,1688139023
9797,Tērvete,Tervete,56.4497,23.3594,Latvia,LV,LVA,Tērvetes Novads,admin,331.0,1428176770
9798,Šenčur,Sencur,46.2456,14.4197,Slovenia,SI,SVN,Šenčur,admin,NA,1705968659
9799,Ibanda,Ibanda,-0.1539,30.5319,Uganda,UG,UGA,Ibanda,admin,NA,1800636734
9800,Mirna,Mirna,45.9553,15.0619,Slovenia,SI,SVN,Mirna,admin,NA,1705033855
9801,Rače,Race,46.4519,15.6814,Slovenia,SI,SVN,Rače-Fram,admin,NA,1705643433
9802,Wote,Wote,-1.7808,37.6288,Kenya,KE,KEN,Makueni,admin,NA,1404304549
9803,Mwatate,Mwatate,-3.505,38.3772,Kenya,KE,KEN,Taita/Taveta,admin,NA,1404648092
9804,Vitanje,Vitanje,46.3817,15.2958,Slovenia,SI,SVN,Vitanje,admin,NA,1705925648
9805,Doljevac,Doljevac,43.1968,21.8334,Serbia,RS,SRB,Doljevac,admin,NA,1688354392
9806,Rukungiri,Rukungiri,-0.8411,29.9419,Uganda,UG,UGA,Rukungiri,admin,NA,1800982268
9807,Lifford,Lifford,54.8356,-7.4779,Ireland,IE,IRL,Donegal,admin,NA,1372149317
9808,Isangel,Isangel,-19.5417,169.2817,Vanuatu,VU,VUT,Tafea,admin,NA,1548941443
9809,Koprivnica,Koprivnica,46.15,16.8167,Croatia,HR,HRV,Koprivničko-Križevačka Županija,admin,NA,1191924250
9810,Toftir,Toftir,62.0978,-6.7369,Faroe Islands,FO,FRO,NA,admin,NA,1234200740
9811,Gombe,Gombe,0.1818,32.1158,Uganda,UG,UGA,Butambala,admin,NA,1800068643
9812,Montegiardino,Montegiardino,43.9092,12.4833,San Marino,SM,SMR,Montegiardino,admin,NA,1674000002
9813,Kyenjojo,Kyenjojo,0.6328,30.6214,Uganda,UG,UGA,Kyenjojo,admin,NA,1800420914
9814,Porkeri,Porkeri,61.4814,-6.7458,Faroe Islands,FO,FRO,NA,admin,297.0,1234757268
9815,‘Ajlūn,`Ajlun,32.3325,35.7517,Jordan,JO,JOR,‘Ajlūn,admin,NA,1400775371
9816,Velika Plana,Velika Plana,44.3333,21.0833,Serbia,RS,SRB,Velika Plana,admin,NA,1688536735
9817,Az̧ Z̧a‘āyin,Az Za`ayin,25.5669,51.4847,Qatar,QA,QAT,Az̧ Z̧a‘āyin,admin,NA,1634890537
9818,Al Jabīn,Al Jabin,14.704,43.599,Yemen,YE,YEM,Raymah,admin,NA,1887910100
9819,Mitoma,Mitoma,-0.6842,30.07,Uganda,UG,UGA,Mitooma,admin,NA,1800173507
9820,Kalungu,Kalungu,-0.1667,31.7569,Uganda,UG,UGA,Kalungu,admin,NA,1800770335
9821,Svilajnac,Svilajnac,44.2167,21.2,Serbia,RS,SRB,Svilajnac,admin,NA,1688007802
9822,Aḑ Ḑāli‘,Ad Dali`,13.6957,44.7314,Yemen,YE,YEM,Aḑ Ḑāli‘,admin,NA,1887607369
9823,Santa Cruz,Santa Cruz,14.1167,121.2833,Philippines,PH,PHL,Laguna,admin,NA,1608131481
9824,Santa Luċija,Santa Lucija,36.0431,14.2172,Malta,MT,MLT,Santa Luċija,admin,NA,1470880833
9825,Majšperk,Majsperk,46.3517,15.7336,Slovenia,SI,SVN,Majšperk,admin,NA,1705147774
9826,Bukomansimbi,Bukomansimbi,-0.1578,31.6042,Uganda,UG,UGA,Bukomansimbi,admin,NA,1800146127
9827,Svrljig,Svrljig,43.4167,22.1167,Serbia,RS,SRB,Svrljig,admin,NA,1688519603
9828,Horjul,Horjul,46.0236,14.2992,Slovenia,SI,SVN,Horjul,admin,NA,1705243858
9829,Luče,Luce,46.3561,14.7467,Slovenia,SI,SVN,Luče,admin,NA,1705042629
9830,Spodnja Hajdina,Spodnja Hajdina,46.4089,15.8469,Slovenia,SI,SVN,Hajdina,admin,NA,1705733801
9831,Nelspruit,Nelspruit,-25.4745,30.9703,South Africa,ZA,ZAF,Mpumalanga,admin,NA,1710114438
9832,Šid,Sid,45.1283,19.2264,Serbia,RS,SRB,Šid,admin,NA,1688899483
9833,Negotin,Negotin,44.2167,22.5167,Serbia,RS,SRB,Negotin,admin,NA,1688309283
9834,Kajiado,Kajiado,-1.85,36.7833,Kenya,KE,KEN,Kajiado,admin,NA,1404265412
9835,Vodice,Vodice,46.2,14.5,Slovenia,SI,SVN,Vodice,admin,NA,1705728443
9836,Rubanda,Rubanda,-1.1883,29.8461,Uganda,UG,UGA,Kabale,admin,NA,1800066560
9837,Waitangi,Waitangi,-43.951,-176.561,New Zealand,NZ,NZL,Chatham Islands,admin,177.0,1554847194
9838,Dapaong,Dapaong,10.8623,0.2076,Togo,TG,TGO,Savanes,admin,NA,1768366976
9839,Pivka,Pivka,45.6794,14.1967,Slovenia,SI,SVN,Pivka,admin,NA,1705709650
9840,Braslovče,Braslovce,46.2897,15.0389,Slovenia,SI,SVN,Braslovče,admin,NA,1705126731
9841,Butaleja,Butaleja,0.9166,33.9563,Uganda,UG,UGA,Butaleja,admin,NA,1800859767
9842,Sakété,Sakete,6.7362,2.6587,Benin,BJ,BEN,Plateau,admin,NA,1204601704
9843,Tivat,Tivat,42.43,18.7,Montenegro,ME,MNE,Tivat,admin,NA,1499952005
9844,Lovrenc na Pohorju,Lovrenc na Pohorju,46.5406,15.3931,Slovenia,SI,SVN,Lovrenc na Pohorju,admin,NA,1705376318
9845,Črna na Koroškem,Crna na Koroskem,46.4667,14.85,Slovenia,SI,SVN,Črna na Koroškem,admin,NA,1705127725
9846,Pesnica,Pesnica,46.6069,15.6767,Slovenia,SI,SVN,Pesnica,admin,NA,1705389455
9847,Serere,Serere,1.518,33.4589,Uganda,UG,UGA,Serere,admin,NA,1800171092
9848,Amuria,Amuria,2.0036,33.6511,Uganda,UG,UGA,Amuria,admin,NA,1800838006
9849,Kenge,Kenge,-4.8296,16.8999,Congo (Kinshasa),CD,COD,Kwango,admin,241.0,1180158365
9850,Nsiika,Nsiika,-0.3831,30.465,Uganda,UG,UGA,Buhweju,admin,NA,1800519756
9851,Bojnik,Bojnik,43.0142,21.718,Serbia,RS,SRB,Bojnik,admin,NA,1688559807
9852,Kibiito,Kibiito,0.4772,30.1925,Uganda,UG,UGA,Kabarole,admin,NA,1800035606
9853,Kibingo,Kibingo,-0.626,30.4359,Uganda,UG,UGA,Sheema,admin,NA,1800484853
9854,Capellen,Capellen,49.6444,5.9897,Luxembourg,LU,LUX,Capellen,admin,NA,1442533571
9855,Bukedea,Bukedea,1.3169,34.0506,Uganda,UG,UGA,Bukedea,admin,NA,1800687979
9856,Dobrna,Dobrna,46.3375,15.2264,Slovenia,SI,SVN,Dobrna,admin,NA,1705353787
9857,Samraong,Samraong,14.1817,103.5176,Cambodia,KH,KHM,Oddar Meanchey,admin,NA,1116989175
9858,Ntara,Ntara,0.0044,30.3658,Uganda,UG,UGA,Kamwenge,admin,NA,1800001909
9859,Wiltz,Wiltz,49.9689,5.9319,Luxembourg,LU,LUX,Wiltz,admin,NA,1442345477
9860,Binyin,Binyin,1.4167,34.5333,Uganda,UG,UGA,Kween,admin,NA,1800440664
9861,Šentilj,Sentilj,46.6817,15.6481,Slovenia,SI,SVN,Šentilj,admin,NA,1705840723
9862,Kaédi,Kaedi,16.1503,-13.5037,Mauritania,MR,MRT,Gorgol,admin,NA,1478607377
9863,Sārī,Sari,36.5633,53.0601,Iran,IR,IRN,Māzandarān,admin,NA,1364501878
9864,Vransko,Vransko,46.2439,14.9514,Slovenia,SI,SVN,Vransko,admin,NA,1705616966
9865,Šentrupert,Sentrupert,45.9778,15.0956,Slovenia,SI,SVN,Šentrupert,admin,NA,1705083565
9866,Mparo,Mparo,-1.1647,30.0378,Uganda,UG,UGA,Kabale,admin,NA,1800207938
9867,Bistrica ob Sotli,Bistrica ob Sotli,46.0569,15.6625,Slovenia,SI,SVN,Bistrica ob Sotli,admin,235.0,1705641346
9868,Kinoni,Kinoni,-0.6583,30.4581,Uganda,UG,UGA,Sheema,admin,NA,1800009674
9869,Ol Kalou,Ol Kalou,-0.2643,36.3788,Kenya,KE,KEN,Nyandarua,admin,NA,1404930645
9870,Logatec,Logatec,45.9144,14.2258,Slovenia,SI,SVN,Logatec,admin,NA,1705275257
9871,Kole,Kole,2.4002,32.8003,Uganda,UG,UGA,Kole,admin,NA,1800826218
9872,Tržič,Trzic,46.3667,14.3167,Slovenia,SI,SVN,Tržič,admin,NA,1705554055
