,city,city_ascii,lat,lon,country,iso2,iso3,admin_name,capital,population,id
0,Tokyo,Tokyo,35.6897,139.6922,Japan,JP,JPN,Tōkyō,primary,37977000.0,1392685764
1,Jakarta,Jakarta,-6.2146,106.8451,Indonesia,ID,IDN,Jakarta,primary,34540000.0,1360771077
2,Delhi,Delhi,28.66,77.23,India,IN,IND,Delhi,admin,29617000.0,1356872604
3,Mumbai,Mumbai,18.9667,72.8333,India,IN,IND,Mahārāshtra,admin,23355000.0,1356226629
4,Manila,Manila,14.6,120.9833,Philippines,PH,PHL,Manila,primary,23088000.0,1608618140
5,Shanghai,Shanghai,31.1667,121.4667,China,CN,CHN,Shanghai,admin,22120000.0,1156073548
6,São Paulo,Sao Paulo,-23.5504,-46.6339,Brazil,BR,BRA,São Paulo,admin,22046000.0,1076532519
7,Seoul,Seoul,37.56,126.99,"Korea, South",KR,KOR,Seoul,primary,21794000.0,1410836482
8,Mexico City,Mexico City,19.4333,-99.1333,Mexico,MX,MEX,Ciudad de México,primary,20996000.0,1484247881
9,Guangzhou,Guangzhou,23.1288,113.259,China,CN,CHN,Guangdong,admin,20902000.0,1156237133
10,Beijing,Beijing,39.905,116.3914,China,CN,CHN,Beijing,primary,19433000.0,1156228865
11,Cairo,Cairo,30.0561,31.2394,Egypt,EG,EGY,Al Qāhirah,primary,19372000.0,1818253931
12,New York,New York,40.6943,-73.9249,United States,US,USA,New York,NA,18713220.0,1840034016
13,Kolkāta,Kolkata,22.5411,88.3378,India,IN,IND,West Bengal,admin,17560000.0,1356060520
14,Moscow,Moscow,55.7558,37.6178,Russia,RU,RUS,Moskva,primary,17125000.0,1643318494
15,Bangkok,Bangkok,13.75,100.5167,Thailand,TH,THA,Krung Thep Maha Nakhon,primary,17066000.0,1764068610
16,Buenos Aires,Buenos Aires,-34.5997,-58.3819,Argentina,AR,ARG,"Buenos Aires, Ciudad Autónoma de",primary,16157000.0,1032717330
17,Shenzhen,Shenzhen,22.535,114.054,China,CN,CHN,Guangdong,minor,15929000.0,1156158707
18,Dhaka,Dhaka,23.7289,90.3944,Bangladesh,BD,BGD,Dhaka,primary,15443000.0,1050529279
19,Lagos,Lagos,6.45,3.4,Nigeria,NG,NGA,Lagos,minor,15279000.0,1566593751
20,Istanbul,Istanbul,41.01,28.9603,Turkey,TR,TUR,İstanbul,admin,15154000.0,1792756324
21,Ōsaka,Osaka,34.75,135.4601,Japan,JP,JPN,Ōsaka,admin,14977000.0,1392419823
22,Karachi,Karachi,24.86,67.01,Pakistan,PK,PAK,Sindh,admin,14835000.0,1586129469
23,Bangalore,Bangalore,12.9699,77.598,India,IN,IND,Karnātaka,admin,13707000.0,1356410365
24,Tehran,Tehran,35.7,51.4167,Iran,IR,IRN,Tehrān,primary,13633000.0,1364305026
25,Kinshasa,Kinshasa,-4.3233,15.3081,Congo (Kinshasa),CD,COD,Kinshasa,primary,13528000.0,1180000363
26,Ho Chi Minh City,Ho Chi Minh City,10.8167,106.6333,Vietnam,VN,VNM,Hồ Chí Minh,admin,13312000.0,1704774326
27,Los Angeles,Los Angeles,34.1139,-118.4068,United States,US,USA,California,NA,12750807.0,1840020491
28,Rio de Janeiro,Rio de Janeiro,-22.9083,-43.1964,Brazil,BR,BRA,Rio de Janeiro,admin,12272000.0,1076887657
29,Nanyang,Nanyang,32.9987,112.5292,China,CN,CHN,Henan,NA,12010000.0,1156192287
30,Baoding,Baoding,38.8671,115.4845,China,CN,CHN,Hebei,NA,11860000.0,1156256829
31,Chennai,Chennai,13.0825,80.275,India,IN,IND,Tamil Nādu,admin,11324000.0,1356374944
32,Chengdu,Chengdu,30.66,104.0633,China,CN,CHN,Sichuan,admin,11309000.0,1156421555
33,Lahore,Lahore,31.5497,74.3436,Pakistan,PK,PAK,Punjab,admin,11021000.0,1586801463
34,Paris,Paris,48.8566,2.3522,France,FR,FRA,Île-de-France,primary,11020000.0,1250015082
35,London,London,51.5072,-0.1275,United Kingdom,GB,GBR,"London, City of",primary,10979000.0,1826645935
36,Linyi,Linyi,35.0606,118.3425,China,CN,CHN,Shandong,NA,10820000.0,1156086320
37,Tianjin,Tianjin,39.1467,117.2056,China,CN,CHN,Tianjin,admin,10800000.0,1156174046
38,Shijiazhuang,Shijiazhuang,38.0422,114.5086,China,CN,CHN,Hebei,admin,10784600.0,1156217541
39,Zhoukou,Zhoukou,33.625,114.6418,China,CN,CHN,Henan,minor,9901000.0,1156272098
40,Lima,Lima,-12.05,-77.0333,Peru,PE,PER,Lima,primary,9848000.0,1604728603
41,Hyderābād,Hyderabad,17.3667,78.4667,India,IN,IND,Telangana,admin,9746000.0,1356871768
42,Handan,Handan,36.6116,114.4894,China,CN,CHN,Hebei,minor,9549700.0,1156957080
43,Bogotá,Bogota,4.6126,-74.0705,Colombia,CO,COL,Bogotá,primary,9464000.0,1170483426
44,Weifang,Weifang,36.7167,119.1,China,CN,CHN,Shandong,NA,9373000.0,1156912965
45,Nagoya,Nagoya,35.1167,136.9333,Japan,JP,JPN,Aichi,admin,9113000.0,1392407472
46,Wuhan,Wuhan,30.5872,114.2881,China,CN,CHN,Hubei,admin,8962000.0,1156117184
47,Heze,Heze,35.2333,115.4333,China,CN,CHN,Shandong,minor,8750000.0,1156225008
48,Ganzhou,Ganzhou,25.8292,114.9336,China,CN,CHN,Jiangxi,minor,8677600.0,1156832475
49,Tongshan,Tongshan,34.261,117.1859,China,CN,CHN,Jiangsu,minor,8669000.0,1156241678
50,Chicago,Chicago,41.8373,-87.6862,United States,US,USA,Illinois,NA,8604203.0,1840000494
51,Luanda,Luanda,-8.8383,13.2344,Angola,AO,AGO,Luanda,primary,8417000.0,1024949724
52,Changsha,Changsha,28.1987,112.9709,China,CN,CHN,Hunan,admin,8394500.0,1156961497
53,Fuyang,Fuyang,32.8986,115.8045,China,CN,CHN,Anhui,NA,8360000.0,1156248008
54,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,Malaysia,MY,MYS,Kuala Lumpur,primary,8285000.0,1458988644
55,Jining,Jining,35.4,116.5667,China,CN,CHN,Shandong,NA,8023000.0,1156504601
56,Dongguan,Dongguan,23.0475,113.7493,China,CN,CHN,Guangdong,minor,7981000.0,1156478242
57,Jinan,Jinan,36.6667,116.9833,China,CN,CHN,Shandong,admin,7967400.0,1156972469
58,Foshan,Foshan,23.0292,113.1056,China,CN,CHN,Guangdong,minor,7905700.0,1156738403
59,Hanoi,Hanoi,21.0245,105.8412,Vietnam,VN,VNM,Hà Nội,primary,7785000.0,1704413791
60,Pune,Pune,18.5196,73.8553,India,IN,IND,Mahārāshtra,NA,7764000.0,1356081074
61,Chongqing,Chongqing,29.5628,106.5528,China,CN,CHN,Chongqing,admin,7739000.0,1156936556
62,Changchun,Changchun,43.9,125.2,China,CN,CHN,Jilin,admin,7674439.0,1156078103
63,Zhumadian,Zhumadian,32.9773,114.0253,China,CN,CHN,Henan,NA,7640000.0,1156184822
64,Ningbo,Ningbo,29.875,121.5492,China,CN,CHN,Zhejiang,minor,7639000.0,1156170787
65,Cangzhou,Cangzhou,38.3037,116.8452,China,CN,CHN,Hebei,NA,7544300.0,1156698069
66,Nanjing,Nanjing,32.05,118.7667,China,CN,CHN,Jiangsu,admin,7496000.0,1156644065
67,Hefei,Hefei,31.8639,117.2808,China,CN,CHN,Anhui,admin,7457027.0,1156332710
68,Ahmedabad,Ahmedabad,23.03,72.58,India,IN,IND,Gujarāt,minor,7410000.0,1356304381
69,Hong Kong,Hong Kong,22.305,114.185,Hong Kong,HK,HKG,NA,primary,7347000.0,1344982653
70,Zhanjiang,Zhanjiang,21.1967,110.4031,China,CN,CHN,Guangdong,minor,7332000.0,1156502170
71,Shaoyang,Shaoyang,27.2418,111.4725,China,CN,CHN,Hunan,NA,7302400.0,1156310366
72,Hengyang,Hengyang,26.8968,112.5857,China,CN,CHN,Hunan,NA,7300600.0,1156696884
73,Khartoum,Khartoum,15.6031,32.5265,Sudan,SD,SDN,Khartoum,primary,7282000.0,1729268475
74,Nantong,Nantong,31.9829,120.8873,China,CN,CHN,Jiangsu,minor,7282835.0,1156045365
75,Yancheng,Yancheng,33.3936,120.1339,China,CN,CHN,Jiangsu,minor,7260240.0,1156995410
76,Nanning,Nanning,22.8192,108.315,China,CN,CHN,Guangxi,admin,7153300.0,1156605439
77,Xi’an,Xi'an,34.2667,108.9,China,CN,CHN,Shaanxi,admin,7135000.0,1156244079
78,Shenyang,Shenyang,41.8039,123.4258,China,CN,CHN,Liaoning,admin,7105000.0,1156309382
79,Tangshan,Tangshan,39.6292,118.1742,China,CN,CHN,Hebei,NA,7100000.0,1156904299
80,Santiago,Santiago,-33.45,-70.6667,Chile,CL,CHL,Región Metropolitana,primary,7007000.0,1152554349
81,Zhengzhou,Zhengzhou,34.7492,113.6605,China,CN,CHN,Henan,admin,7005000.0,1156183137
82,Shangqiu,Shangqiu,34.4259,115.6467,China,CN,CHN,Henan,NA,7000000.0,1156805441
83,Yantai,Yantai,37.3997,121.2664,China,CN,CHN,Shandong,NA,6968202.0,1156932948
84,Riyadh,Riyadh,24.65,46.71,Saudi Arabia,SA,SAU,Ar Riyāḑ,primary,6881000.0,1682999334
85,Dar es Salaam,Dar es Salaam,-6.8,39.2833,Tanzania,TZ,TZA,Dar es Salaam,primary,6698000.0,1834843853
86,Xinyang,Xinyang,32.1264,114.0672,China,CN,CHN,Henan,NA,6634000.0,1156273453
87,Shangrao,Shangrao,28.4419,117.9633,China,CN,CHN,Jiangxi,minor,6579714.0,1156405492
88,Luoyang,Luoyang,34.6587,112.4245,China,CN,CHN,Henan,NA,6549941.0,1156069315
89,Bijie,Bijie,27.3019,105.2863,China,CN,CHN,Guizhou,NA,6537498.0,1156018927
90,Quanzhou,Quanzhou,24.9139,118.5858,China,CN,CHN,Fujian,minor,6480000.0,1156829655
91,Hangzhou,Hangzhou,30.25,120.1675,China,CN,CHN,Zhejiang,admin,6446000.0,1156275243
92,Miami,Miami,25.7839,-80.2102,United States,US,USA,Florida,NA,6445545.0,1840015149
93,Huanggang,Huanggang,30.45,114.875,China,CN,CHN,Hubei,minor,6333000.0,1156200037
94,Maoming,Maoming,21.6618,110.9178,China,CN,CHN,Guangdong,minor,6313200.0,1156568722
95,Kunming,Kunming,25.0433,102.7061,China,CN,CHN,Yunnan,admin,6250000.0,1156477539
96,Nanchong,Nanchong,30.7991,106.0784,China,CN,CHN,Sichuan,minor,6183000.0,1156762337
97,Zunyi,Zunyi,27.705,106.9336,China,CN,CHN,Guizhou,NA,6127009.0,1156539782
98,Jieyang,Jieyang,23.5533,116.3649,China,CN,CHN,Guangdong,minor,6089400.0,1156260378
99,Lu’an,Lu'an,31.7542,116.5078,China,CN,CHN,Anhui,minor,6090000.0,1156499624
100,Yichun,Yichun,27.8041,114.383,China,CN,CHN,Jiangxi,minor,6048700.0,1156229590
101,Madrid,Madrid,40.4167,-3.7167,Spain,ES,ESP,Madrid,primary,6026000.0,1724616994
102,Changde,Changde,29.0397,111.6839,China,CN,CHN,Hunan,minor,6011000.0,1156449091
103,Taizhou,Taizhou,28.6583,121.4221,China,CN,CHN,Zhejiang,minor,5968838.0,1156322307
104,Liaocheng,Liaocheng,36.45,115.9833,China,CN,CHN,Shandong,minor,5955300.0,1156006600
105,Qujing,Qujing,25.5102,103.8029,China,CN,CHN,Yunnan,NA,5855055.0,1156747998
106,Sūrat,Surat,21.17,72.83,India,IN,IND,Gujarāt,NA,5807000.0,1356758738
107,Baghdad,Baghdad,33.35,44.4167,Iraq,IQ,IRQ,Baghdād,primary,5796000.0,1368596238
108,Qingdao,Qingdao,36.1167,120.4,China,CN,CHN,Shandong,minor,5775000.0,1156112588
109,Singapore,Singapore,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5745000.0,1702341327
110,Dallas,Dallas,32.7936,-96.7662,United States,US,USA,Texas,NA,5743938.0,1840019440
111,Dazhou,Dazhou,31.2152,107.4947,China,CN,CHN,Sichuan,minor,5693000.0,1156834076
112,Suzhou,Suzhou,33.6333,116.9683,China,CN,CHN,Anhui,NA,5690000.0,1156871297
113,Xiangyang,Xiangyang,32.0654,112.1531,China,CN,CHN,Hubei,minor,5680000.0,1156107325
114,Philadelphia,Philadelphia,40.0077,-75.1339,United States,US,USA,Pennsylvania,NA,5649300.0,1840000673
115,Giza,Giza,29.987,31.2118,Egypt,EG,EGY,Al Jīzah,admin,5598402.0,1818925479
116,Nairobi,Nairobi,-1.2864,36.8172,Kenya,KE,KEN,Nairobi City,primary,5545000.0,1404000661
117,Nangandao,Nangandao,35.2992,113.8851,China,CN,CHN,Henan,minor,5516000.0,1156127660
118,Ankara,Ankara,39.93,32.85,Turkey,TR,TUR,Ankara,primary,5503985.0,1792572891
119,Tai’an,Tai'an,36.2001,117.0809,China,CN,CHN,Shandong,NA,5499000.0,1156095188
120,Yulin,Yulin,22.6293,110.1507,China,CN,CHN,Guangxi,NA,5487368.0,1156901312
121,Dezhou,Dezhou,37.4513,116.3105,China,CN,CHN,Shandong,minor,5470000.0,1156524080
122,Houston,Houston,29.7863,-95.3889,United States,US,USA,Texas,NA,5464251.0,1840020925
123,Atlanta,Atlanta,33.7627,-84.4224,United States,US,USA,Georgia,admin,5449398.0,1840013660
124,Yongzhou,Yongzhou,26.4515,111.5953,China,CN,CHN,Hunan,NA,5446100.0,1156694479
125,Rangoon,Rangoon,16.8,96.15,Myanmar,MM,MMR,Yangon,primary,5430000.0,1104616656
126,Toronto,Toronto,43.7417,-79.3733,Canada,CA,CAN,Ontario,NA,5429524.0,1124279679
127,Suihua,Suihua,46.6384,126.9808,China,CN,CHN,Heilongjiang,minor,5420000.0,1156235493
128,Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,5379184.0,1840006060
129,Qiqihar,Qiqihar,47.3398,123.9512,China,CN,CHN,Heilongjiang,minor,5367003.0,1156775905
130,Jinhua,Jinhua,29.1046,119.6494,China,CN,CHN,Zhejiang,minor,5361572.0,1156547188
131,Saint Petersburg,Saint Petersburg,59.95,30.3167,Russia,RU,RUS,Sankt-Peterburg,admin,5351935.0,1643616350
132,Shantou,Shantou,23.3735,116.6941,China,CN,CHN,Guangdong,minor,5319028.0,1156457499
133,Sydney,Sydney,-33.865,151.2094,Australia,AU,AUS,New South Wales,admin,5312163.0,1036074917
134,Weinan,Weinan,34.4996,109.4684,China,CN,CHN,Shaanxi,minor,5300000.0,1156903687
135,Suqian,Suqian,33.9331,118.2831,China,CN,CHN,Jiangsu,NA,5290000.0,1156212349
136,Guadalajara,Guadalajara,20.6767,-103.3475,Mexico,MX,MEX,Jalisco,admin,5253000.0,1484950208
137,Suzhou,Suzhou,31.304,120.6164,China,CN,CHN,Jiangsu,minor,5250000.0,1156029196
138,Fuzhou,Fuzhou,26.0769,119.2917,China,CN,CHN,Fujian,admin,5245000.0,1156188037
139,Zhaotong,Zhaotong,27.3328,103.7144,China,CN,CHN,Yunnan,NA,5213521.0,1156924687
140,Pudong,Pudong,31.2231,121.5397,China,CN,CHN,Shanghai,minor,5187200.0,1156644508
141,Belo Horizonte,Belo Horizonte,-19.9281,-43.9419,Brazil,BR,BRA,Minas Gerais,admin,5159000.0,1076967355
142,Zhangzhou,Zhangzhou,24.5093,117.6612,China,CN,CHN,Fujian,minor,5140000.0,1156241637
143,Bozhou,Bozhou,33.8626,115.7742,China,CN,CHN,Anhui,NA,5100000.0,1156356860
144,Melbourne,Melbourne,-37.8136,144.9631,Australia,AU,AUS,Victoria,admin,5078193.0,1036533631
145,Nanchang,Nanchang,28.6842,115.8872,China,CN,CHN,Jiangxi,admin,5042565.0,1156198892
146,Xianyang,Xianyang,34.35,108.7167,China,CN,CHN,Shaanxi,minor,5040000.0,1156120117
147,Taizhou,Taizhou,32.4831,119.9,China,CN,CHN,Jiangsu,minor,5031000.0,1156119229
148,Surabaya,Surabaya,-7.2458,112.7378,Indonesia,ID,IDN,Jawa Timur,admin,4975000.0,1360484663
149,Abidjan,Abidjan,5.3364,-4.0267,Côte D’Ivoire,CI,CIV,Abidjan,primary,4980000.0,1384207980
150,Huaihua,Huaihua,27.5494,109.9592,China,CN,CHN,Hunan,NA,4983300.0,1156353465
151,Ji’an,Ji'an,27.1172,114.9793,China,CN,CHN,Jiangxi,minor,4956600.0,1156278215
152,Mianyang,Mianyang,31.4669,104.7385,China,CN,CHN,Sichuan,minor,4945000.0,1156417758
153,Xiaoganzhan,Xiaoganzhan,30.9273,113.911,China,CN,CHN,Hubei,NA,4921000.0,1156002290
154,Shaoxing,Shaoxing,30.0,120.5833,China,CN,CHN,Zhejiang,minor,4912239.0,1156893449
155,Alexandria,Alexandria,31.2,29.9167,Egypt,EG,EGY,Al Iskandarīyah,admin,4870000.0,1818695837
156,Yuncheng,Yuncheng,35.0304,110.998,China,CN,CHN,Shanxi,NA,4860000.0,1156705644
157,Pingdingshan,Pingdingshan,33.735,113.2999,China,CN,CHN,Henan,NA,4838000.0,1156735124
158,Huizhou,Huizhou,23.1115,114.4152,China,CN,CHN,Guangdong,minor,4830000.0,1156203268
159,Huai’an,Huai'an,33.5,119.1331,China,CN,CHN,Jiangsu,NA,4799889.0,1156634228
160,Xinpu,Xinpu,34.5906,119.1801,China,CN,CHN,Jiangsu,minor,4790000.0,1156035381
161,Chenzhou,Chenzhou,25.7989,113.0267,China,CN,CHN,Hunan,minor,4754600.0,1156291915
162,Guilin,Guilin,25.2667,110.2833,China,CN,CHN,Guangxi,minor,4747963.0,1156235364
163,Jiujiang,Jiujiang,29.7048,116.0021,China,CN,CHN,Jiangxi,minor,4728778.0,1156206041
164,Anqing,Anqing,30.5,117.0333,China,CN,CHN,Anhui,minor,4723000.0,1156238875
165,Boston,Boston,42.3188,-71.0846,United States,US,USA,Massachusetts,admin,4688346.0,1840000455
166,Huanglongsi,Huanglongsi,34.7936,114.3403,China,CN,CHN,Henan,NA,4676159.0,1156198356
167,Jiangmen,Jiangmen,22.5833,113.0833,China,CN,CHN,Guangdong,minor,4630300.0,1156105613
168,Changzhou,Changzhou,31.8122,119.9692,China,CN,CHN,Jiangsu,minor,4592431.0,1156185511
169,Barcelona,Barcelona,41.3825,2.1769,Spain,ES,ESP,Catalonia,admin,4588000.0,1724594040
170,Wuxi,Wuxi,31.5667,120.2833,China,CN,CHN,Jiangsu,minor,4580000.0,1156019650
171,Zibo,Zibo,36.7831,118.0497,China,CN,CHN,Shandong,NA,4530597.0,1156381094
172,Jiaxing,Jiaxing,30.7522,120.75,China,CN,CHN,Zhejiang,minor,4501657.0,1156491661
173,Dalian,Dalian,38.9,121.6,China,CN,CHN,Liaoning,NA,4480000.0,1156175472
174,Hengshui,Hengshui,37.7348,115.686,China,CN,CHN,Hebei,NA,4472000.0,1156803028
175,Harbin,Harbin,45.75,126.6333,China,CN,CHN,Heilongjiang,admin,4458000.0,1156241528
176,Yangzhou,Yangzhou,32.3912,119.4363,China,CN,CHN,Jiangsu,NA,4459000.0,1156818601
177,Yibin,Yibin,28.7596,104.64,China,CN,CHN,Sichuan,minor,4456000.0,1156107603
178,Johannesburg,Johannesburg,-26.2044,28.0416,South Africa,ZA,ZAF,Gauteng,admin,4434827.0,1710550792
179,Yiyang,Yiyang,28.5833,112.3333,China,CN,CHN,Hunan,NA,4420700.0,1156218615
180,Meizhou,Meizhou,24.2998,116.1191,China,CN,CHN,Guangdong,minor,4378800.0,1156361028
181,Chifeng,Chifeng,42.2663,118.9223,China,CN,CHN,Inner Mongolia,minor,4376600.0,1156277458
182,Casablanca,Casablanca,33.5992,-7.62,Morocco,MA,MAR,Casablanca-Settat,admin,4370000.0,1504175315
183,Guiyang,Guiyang,26.5794,106.7078,China,CN,CHN,Guizhou,admin,4365000.0,1156932620
184,Langfang,Langfang,39.5196,116.7006,China,CN,CHN,Hebei,NA,4358839.0,1156109017
185,Zhangjiakou,Zhangjiakou,40.8108,114.8811,China,CN,CHN,Hebei,NA,4345491.0,1156800221
186,İzmir,Izmir,38.4127,27.1384,Turkey,TR,TUR,İzmir,admin,4320519.0,1792725579
187,Linfen,Linfen,36.0812,111.5087,China,CN,CHN,Shanxi,NA,4316610.0,1156416074
188,Wenzhou,Wenzhou,27.9991,120.6561,China,CN,CHN,Zhejiang,NA,4310000.0,1156188829
189,Monterrey,Monterrey,25.6667,-100.3,Mexico,MX,MEX,Nuevo León,admin,4295000.0,1484559591
190,Luzhou,Luzhou,28.8918,105.4409,China,CN,CHN,Sichuan,minor,4291000.0,1156582079
191,Jiangguanchi,Jiangguanchi,34.0244,113.8201,China,CN,CHN,Henan,minor,4289000.0,1156235735
192,Neijiang,Neijiang,29.5872,105.0635,China,CN,CHN,Sichuan,minor,4238000.0,1156516335
193,Phoenix,Phoenix,33.5722,-112.0891,United States,US,USA,Arizona,admin,4219697.0,1840020568
194,Yanjiang,Yanjiang,30.1256,104.6397,China,CN,CHN,Sichuan,minor,4217000.0,1156217114
195,Zhaoqing,Zhaoqing,23.05,112.4667,China,CN,CHN,Guangdong,minor,4151700.0,1156170144
196,Xiaoxita,Xiaoxita,30.7083,111.2803,China,CN,CHN,Hubei,minor,4137900.0,1156764447
197,Guigang,Guigang,23.0961,109.6092,China,CN,CHN,Guangxi,NA,4118808.0,1156895251
198,Xiamen,Xiamen,24.4797,118.0819,China,CN,CHN,Fujian,minor,4110000.0,1156212809
199,Chuzhou,Chuzhou,32.3062,118.3115,China,CN,CHN,Anhui,NA,4110000.0,1156036420
200,Fuzhou,Fuzhou,27.9814,116.3577,China,CN,CHN,Jiangxi,NA,4047200.0,1156915325
201,Zhuzhou,Zhuzhou,27.8407,113.1469,China,CN,CHN,Hunan,minor,4028500.0,1156041962
202,Amman,Amman,31.95,35.9333,Jordan,JO,JOR,Al ‘Āşimah,primary,4007526.0,1400522593
203,Jeddah,Jeddah,21.5428,39.1728,Saudi Arabia,SA,SAU,Makkah al Mukarramah,NA,3976000.0,1682926944
204,Loudi,Loudi,27.7378,111.9974,China,CN,CHN,Hunan,NA,3941300.0,1156010654
205,Deyang,Deyang,31.1289,104.395,China,CN,CHN,Sichuan,minor,3877000.0,1156127147
206,Qingyuan,Qingyuan,23.6842,113.0507,China,CN,CHN,Guangdong,minor,3874000.0,1156135890
207,Wuhu,Wuhu,31.334,118.3622,China,CN,CHN,Anhui,minor,3842100.0,1156315512
208,Hechi,Hechi,23.0965,109.6091,China,CN,CHN,Guangxi,NA,3830000.0,1156868701
209,Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,NA,3789215.0,1840021117
210,Binzhou,Binzhou,37.3806,118.0125,China,CN,CHN,Shandong,NA,3779200.0,1156564962
211,Yokohama,Yokohama,35.4333,139.6333,Japan,JP,JPN,Kanagawa,admin,3757630.0,1392118339
212,Liuzhou,Liuzhou,24.3264,109.4281,China,CN,CHN,Guangxi,minor,3758704.0,1156360785
213,Baojishi,Baojishi,34.3609,107.1751,China,CN,CHN,Shaanxi,NA,3738700.0,1156101096
214,Guang’an,Guang'an,30.4673,106.6336,China,CN,CHN,Sichuan,minor,3723000.0,1156377302
215,Hanzhong,Hanzhong,33.0794,107.026,China,CN,CHN,Shaanxi,NA,3700000.0,1156382678
216,Kabul,Kabul,34.5328,69.1658,Afghanistan,AF,AFG,Kābul,primary,3678034.0,1004993580
217,Zaozhuang,Zaozhuang,34.8667,117.55,China,CN,CHN,Shandong,NA,3650000.0,1156796454
218,Berlin,Berlin,52.5167,13.3833,Germany,DE,DEU,Berlin,primary,3644826.0,1276451290
219,Anshan,Anshan,41.1066,122.9895,China,CN,CHN,Liaoning,NA,3645884.0,1156901825
220,Lanzhou,Lanzhou,36.0617,103.8318,China,CN,CHN,Gansu,admin,3616163.0,1156280566
221,Chengde,Chengde,40.9739,117.9322,China,CN,CHN,Hebei,NA,3610000.0,1156197800
222,San Francisco,San Francisco,37.7562,-122.443,United States,US,USA,California,NA,3592294.0,1840021543
223,Puyang,Puyang,35.7639,115.03,China,CN,CHN,Henan,minor,3580000.0,1156431924
224,Suining,Suining,30.5098,105.5737,China,CN,CHN,Sichuan,minor,3556000.0,1156655650
225,Jiaozuo,Jiaozuo,35.229,113.2304,China,CN,CHN,Henan,NA,3540101.0,1156157854
226,Bengbu,Bengbu,32.9354,117.3531,China,CN,CHN,Anhui,NA,3525000.0,1156440668
227,Montréal,Montreal,45.5089,-73.5617,Canada,CA,CAN,Quebec,NA,3519595.0,1124586170
228,Detroit,Detroit,42.3834,-83.1024,United States,US,USA,Michigan,NA,3506126.0,1840003971
229,Baicheng,Baicheng,23.901,106.6194,China,CN,CHN,Guangxi,minor,3466758.0,1156981113
230,Busan,Busan,35.1,129.0403,"Korea, South",KR,KOR,Busan,admin,3453198.0,1410601465
231,Algiers,Algiers,36.7764,3.0586,Algeria,DZ,DZA,Alger,primary,3415811.0,1012973369
232,Qincheng,Qincheng,34.5809,105.7311,China,CN,CHN,Gansu,minor,3400000.0,1156104017
233,Taiyuan,Taiyuan,37.8733,112.5425,China,CN,CHN,Shanxi,admin,3398000.0,1156632014
234,Shiyan,Shiyan,32.6351,110.7755,China,CN,CHN,Hubei,minor,3398000.0,1156383921
235,Lucknow,Lucknow,26.847,80.947,India,IN,IND,Uttar Pradesh,admin,3382000.0,1356891790
236,Chaoyang,Chaoyang,41.5757,120.4486,China,CN,CHN,Liaoning,NA,3370000.0,1156706927
237,Hechi,Hechi,24.6928,108.085,China,CN,CHN,Guangxi,NA,3369251.0,1156167204
238,Leshan,Leshan,29.5854,103.7575,China,CN,CHN,Sichuan,NA,3364000.0,1156203130
239,Yulinshi,Yulinshi,38.2655,109.7388,China,CN,CHN,Shaanxi,NA,3328000.0,1156280672
240,Siping,Siping,43.1715,124.3644,China,CN,CHN,Jilin,NA,3300000.0,1156063295
241,Zhongshan,Zhongshan,22.5333,113.35,China,CN,CHN,Guangdong,minor,3260000.0,1156579621
242,Changzhi,Changzhi,36.1953,113.097,China,CN,CHN,Shanxi,minor,3230000.0,1156057944
243,San Diego,San Diego,32.8312,-117.1225,United States,US,USA,California,NA,3220118.0,1840021990
244,Faisalabad,Faisalabad,31.418,73.079,Pakistan,PK,PAK,Punjab,minor,3203846.0,1586323916
245,Santa Cruz,Santa Cruz,-17.7892,-63.1975,Bolivia,BO,BOL,Santa Cruz,admin,3151676.0,1068129363
246,Qinhuangdao,Qinhuangdao,39.9398,119.5881,China,CN,CHN,Hebei,NA,3146300.0,1156091093
247,Bazhou,Bazhou,31.8576,106.7559,China,CN,CHN,Sichuan,minor,3134000.0,1156271365
248,Zhenjiang,Zhenjiang,32.2109,119.4551,China,CN,CHN,Jiangsu,minor,3113384.0,1156934125
249,Ürümqi,Urumqi,43.8225,87.6125,China,CN,CHN,Xinjiang,admin,3112559.0,1156051276
250,Tongliao,Tongliao,43.6172,122.264,China,CN,CHN,Inner Mongolia,minor,3094600.0,1156358686
251,Heyuan,Heyuan,23.7503,114.6923,China,CN,CHN,Guangdong,minor,3093900.0,1156665165
252,Tongren,Tongren,27.7233,109.1885,China,CN,CHN,Guizhou,NA,3093204.0,1156803442
253,Qinzhou,Qinzhou,21.95,108.6167,China,CN,CHN,Guangxi,minor,3079721.0,1156106602
254,Jaipur,Jaipur,26.9167,75.8667,India,IN,IND,Rājasthān,admin,3073350.0,1356293537
255,Xinzhou,Xinzhou,38.4178,112.7233,China,CN,CHN,Shanxi,minor,3067501.0,1156617534
256,Addis Ababa,Addis Ababa,9.0272,38.7369,Ethiopia,ET,ETH,Ādīs Ābeba,primary,3041002.0,1231824991
257,Meishan,Meishan,30.0575,103.8381,China,CN,CHN,Sichuan,NA,3020000.0,1156185501
258,Brasília,Brasilia,-15.7939,-47.8828,Brazil,BR,BRA,Distrito Federal,primary,3015268.0,1076144436
